locationID,categoryID,price
2963,53,3076
2923,30,4775
246,5,7956
413,18,4272
1808,45,9414
3369,57,8145
1354,48,9390
2931,43,6455
2513,51,6576
2803,48,3513
2795,14,7779
2917,49,3140
171,24,5625
3115,51,1429
3549,8,2891
2855,50,2448
1325,58,622
1615,10,7241
936,13,6662
666,50,9825
978,53,1398
1917,13,6999
3981,52,9947
2837,55,4086
2285,17,8163
2510,8,7597
3262,32,954
347,25,7499
611,51,9669
2455,18,9269
1966,42,2534
2479,29,763
133,7,2644
2990,2,8777
1208,56,7054
897,17,2242
3321,55,7018
1628,60,1376
98,6,1170
2051,61,4981
3260,49,4573
576,22,3823
567,35,4316
3157,56,4274
918,33,3943
3821,33,8689
2504,60,7798
2080,20,3300
2111,46,9291
2006,7,5071
310,10,800
2923,37,4898
3467,20,4916
2999,32,2630
852,56,1060
456,25,5128
2280,45,5167
3533,30,7006
2532,26,9517
1804,44,1678
2088,16,6199
2659,33,2857
1830,11,9694
2932,2,3269
952,35,680
1159,10,9941
1516,45,874
1839,3,3569
3261,56,2244
857,37,1183
468,37,5796
256,26,3979
1205,59,3935
1289,39,3639
3240,50,2309
2752,10,9716
1655,8,8020
1300,2,9625
591,11,1735
3747,31,1240
2497,30,8579
3641,35,9512
3987,42,4566
3012,60,9799
1775,28,5304
561,21,7526
2708,2,3489
3712,56,5876
1167,45,2317
1149,41,4597
3628,34,8359
3041,6,2473
262,28,7811
16,39,1160
833,43,7913
2385,11,5981
3855,46,5166
882,8,6286
3272,30,9242
3844,51,811
3183,10,819
1942,7,9525
2346,3,7886
3719,6,7104
1296,17,4873
680,46,2082
1812,2,7625
888,12,6964
3393,27,9918
3884,58,2909
3425,29,9173
1590,6,9002
1726,42,6494
3187,36,8694
758,21,867
3609,4,2707
1513,27,2532
1324,41,6405
773,54,851
860,6,5436
2704,16,9471
1836,54,8526
891,42,2250
1344,55,2163
2469,59,8165
3741,1,1734
3798,47,9674
1732,6,3909
3209,59,7880
734,59,1298
2635,28,8325
540,15,6138
1019,1,525
870,32,8834
1083,13,3698
622,38,6601
2471,53,4095
3126,6,9234
1487,8,8042
556,18,4686
3524,13,8655
1197,5,4737
31,52,8595
2780,19,4827
381,20,4509
1639,33,3088
3159,37,8154
1248,13,5023
501,16,2848
714,36,9280
2713,10,5667
3139,4,6722
2838,54,7476
326,9,5815
238,9,7801
903,40,6956
2629,35,8245
1270,10,5767
3340,17,1195
3958,37,8353
205,33,6035
3736,38,3094
2906,45,3551
3400,4,5531
752,15,874
2511,55,5880
1226,22,1539
901,13,8246
441,32,3514
2693,16,6406
2558,57,2921
1495,7,9936
485,14,5693
2301,50,6972
999,21,8670
612,20,9378
2399,32,8996
3248,34,2031
1236,55,3620
2614,52,8913
1563,49,6408
1313,1,2762
3409,4,9377
3294,29,7376
316,43,7029
1560,51,7322
730,7,1806
2947,9,7672
3053,19,2592
1220,58,6453
1186,43,4417
2735,27,8010
1156,17,1559
2620,5,6846
840,14,5653
3357,44,5466
2959,37,5810
2739,52,6154
1024,39,8272
3025,53,4387
272,53,7172
837,29,6740
622,33,5844
2152,11,2444
1881,48,9419
2063,33,8480
1826,59,7502
3009,47,877
3354,9,2710
3246,45,5943
3183,27,1639
2352,16,3670
2609,39,3857
962,48,6780
3947,18,6339
1245,22,7660
345,29,7862
2183,42,790
2251,61,7842
2218,9,9727
2730,60,8418
3507,10,9693
911,24,9476
602,52,1948
3957,58,4169
2063,27,9535
2955,10,2860
272,39,4495
1617,1,7939
2137,50,9944
812,19,8889
3645,32,8507
1185,48,5420
2973,54,4182
151,19,9823
2409,18,9978
248,55,7686
1465,45,1056
683,6,5242
315,31,5931
1389,34,3471
2134,57,2973
768,11,2838
67,55,4455
1736,61,1932
3491,6,5559
120,41,4298
2245,30,8752
70,47,7955
213,9,2813
2810,24,9847
12,50,2168
3101,39,3522
1811,57,5392
638,10,5056
3824,40,6028
1384,6,6886
299,34,8039
2211,52,3794
2138,15,4453
2815,61,4062
164,12,2130
2219,19,1233
2730,13,7627
3269,54,2382
1487,19,8116
1816,45,3096
1123,6,3264
2305,1,6757
1151,33,6184
1497,21,9177
3829,27,3348
1537,1,3076
3946,59,1204
1166,45,4671
3134,36,7599
1831,38,4807
3902,50,4839
2664,58,5080
3500,39,6401
1430,48,8624
210,9,3523
3268,10,2793
3303,38,7402
239,37,9379
3321,17,5266
2411,28,9624
1946,16,7161
1013,59,4119
866,51,699
3206,22,663
1774,52,7523
1510,48,574
3423,19,6077
3690,8,1953
2606,7,3092
626,36,566
1112,6,3663
3441,9,2644
3084,58,6687
3602,38,2453
619,1,1954
2169,53,9937
3840,43,7337
743,60,1176
2498,31,5749
1754,13,8647
1163,13,7804
1416,21,740
874,29,8100
189,43,4390
1830,3,1740
2393,35,3802
1571,60,6211
3440,14,6637
3557,21,5913
543,33,4182
3635,6,8670
158,37,6464
3132,4,5841
3369,38,2348
1132,60,7831
1438,39,1065
3743,9,2439
21,2,3987
1327,54,1164
3266,22,5051
1719,25,5288
3595,13,9160
2959,38,8279
2766,28,9050
3584,17,9754
2680,3,5192
422,14,6130
483,53,5755
3027,36,9219
3305,52,1964
2140,35,9069
190,20,1288
1885,33,3687
3179,31,6740
2738,8,8635
1717,14,712
1185,21,3658
3445,35,4839
1748,36,5527
177,36,5179
1853,42,2818
340,28,4049
3888,58,9116
2949,50,2153
1199,50,3106
3051,40,804
3410,52,4980
3307,2,1064
2663,56,7591
169,42,1862
3762,39,7127
606,46,9763
760,2,2162
635,53,3830
149,22,5805
3940,41,2642
3937,16,9035
1431,40,4513
888,11,5622
2520,39,4322
1767,13,6143
3684,38,1666
97,49,8276
1593,35,8871
17,16,9716
3527,8,8352
2618,21,3841
271,9,6996
2330,48,817
14,31,8951
2449,2,8418
2156,41,8975
204,14,6786
3019,15,6856
3939,37,5194
954,13,4655
81,19,3838
3824,18,3444
429,43,7498
88,31,9033
326,43,6900
3972,30,2997
1461,33,4952
1857,17,917
539,41,5140
415,10,8920
1545,13,4895
2883,48,8538
3459,28,9082
782,61,2701
743,57,7068
1434,37,1827
1206,43,5680
148,29,3465
1542,7,3451
3608,18,9647
2463,34,6805
3580,39,3710
218,29,4457
204,31,6617
2271,36,3361
2829,3,5296
3791,41,4047
2658,6,1438
2920,53,5023
55,29,3597
2117,30,7116
2867,4,4762
208,50,1301
3833,9,3298
106,34,5022
2598,26,2498
3126,59,8084
1712,32,4443
610,24,8440
2994,16,8421
2047,6,8084
3917,23,5667
1763,39,2400
2363,61,9428
940,8,6889
2688,35,4185
3489,34,5337
2724,54,6607
1982,34,7708
3373,9,4814
1880,36,1899
116,28,5239
2462,12,7885
1728,12,1063
3960,25,7498
2064,32,8933
3050,13,7951
2082,11,9999
3963,61,4879
333,29,8660
630,41,9096
1858,31,1550
161,15,1430
1270,24,3177
3600,9,2845
3818,5,544
2930,55,9487
3943,19,2426
3969,4,5688
2138,50,8975
823,53,5321
3339,48,3485
1820,40,5047
3153,39,8878
254,61,4037
2282,26,7142
2659,3,7313
1037,49,4303
3170,8,983
1121,42,7012
1067,32,2053
1739,15,1450
841,26,518
2261,4,2972
2328,30,1363
262,27,4234
3005,40,5504
1885,14,3165
3430,47,3650
1247,7,4868
3181,50,5243
65,12,6533
1588,14,6929
3788,50,9057
2166,17,4962
190,47,3589
2222,1,3436
863,35,2854
3259,38,1139
2496,59,8551
2289,32,4460
2043,44,1981
2011,47,2310
3260,61,3798
1081,12,1282
3493,34,2788
1193,9,823
3456,32,7716
547,29,6671
1646,21,5350
3730,35,3202
3542,28,5507
2835,54,7353
1037,7,8756
1268,38,1040
2279,9,2472
1963,31,9258
3455,30,980
1206,27,6931
3615,31,1245
2063,38,1898
2229,31,6631
1977,12,9678
150,52,2735
2015,61,4311
1433,50,6228
2178,6,2699
1926,60,6023
670,49,7117
14,46,4867
192,33,3124
1715,58,7371
2092,31,8865
142,19,8631
1164,37,3458
1901,2,9199
2197,48,7141
3404,47,9340
1385,39,1138
3598,8,5006
3282,39,6892
2447,14,8627
1702,3,9316
2532,28,7786
574,3,3228
1257,52,7002
248,42,3805
2514,2,6175
1006,17,5200
446,9,8115
1758,35,8233
3180,43,4851
1471,43,3039
1233,12,8375
2357,39,7685
1426,37,2577
1957,53,9092
2171,26,6477
1041,33,7435
1637,49,9298
727,43,4930
3353,1,5147
1325,55,1958
553,47,3264
2190,16,4370
64,2,4681
637,19,1234
728,2,4824
1022,56,607
2805,40,1280
2905,11,6135
1725,20,833
1320,46,5161
3988,30,8725
1214,8,9567
2801,7,9801
642,30,9842
589,8,6055
2184,14,8104
442,18,7885
449,6,5772
47,17,4779
622,18,7795
709,29,8970
2341,4,684
1490,23,1995
371,41,566
2801,7,7454
3462,10,2919
2595,53,8313
3799,9,4686
3586,59,2958
300,2,8358
2144,43,4942
928,56,1018
1506,48,3637
1011,13,4316
1971,55,5875
3597,15,7955
1258,10,6049
2594,52,8077
2707,47,3301
2419,46,4295
2102,2,3928
1629,30,533
2326,30,7989
2681,45,3170
2522,31,8114
649,41,2627
209,55,943
2333,24,9501
1091,46,8058
720,6,8083
1880,35,5327
25,14,8281
788,24,9487
3924,43,3565
2860,9,5710
1952,52,3869
1248,29,5495
2121,25,4868
1290,39,6892
1883,53,1523
1352,13,587
2336,27,2284
1534,36,3516
999,11,5552
660,38,6101
156,8,2721
2021,21,2714
1668,21,8749
331,58,1500
1430,10,5527
814,35,4504
2587,46,2667
3927,39,9522
1916,51,2047
3270,39,5790
2087,22,4723
1921,26,6033
2725,6,5845
2090,16,5983
2463,1,2261
3432,35,5934
1179,51,6214
397,41,5280
531,59,4841
2241,38,1050
92,13,5207
462,16,5667
2595,60,8555
3836,48,7879
119,32,3719
1052,55,8033
3811,40,6596
2420,20,9442
3855,24,8395
2165,15,5047
295,53,999
2017,39,1695
2852,20,6800
1364,20,2580
226,12,8972
2271,42,5273
455,7,9054
1679,51,2301
1836,19,2912
1942,37,2144
3518,10,8804
2717,49,2726
2193,39,1865
1976,58,4323
3138,27,8317
570,39,5050
547,14,3578
1992,3,8381
828,39,6458
2935,21,7792
2708,1,2455
2203,60,3392
3335,54,840
3244,26,2108
922,53,3012
928,25,2601
3446,51,2529
626,15,809
50,24,2560
1259,46,4619
1505,11,2762
1849,47,6112
1953,25,6906
875,30,9097
162,4,5502
2909,4,7897
2296,61,3433
1202,24,5710
1390,3,947
2865,50,4790
2074,2,3094
209,59,5103
44,2,3087
3376,56,6067
190,44,7191
112,61,1982
2274,7,3656
3097,45,1010
128,36,2571
121,19,2397
964,54,3333
1780,14,1110
2998,48,3269
1706,35,3706
2646,15,632
2913,57,9788
29,13,5575
38,29,9409
512,24,2459
3083,12,8199
1950,15,4435
429,38,2607
1803,11,3181
3971,28,1423
1947,20,5508
253,29,6215
769,28,9477
3767,37,6149
2366,10,540
1698,1,1380
800,22,5755
2079,43,8701
2361,58,9374
1923,7,1704
2485,20,5700
2294,51,1125
1866,19,7442
3185,47,8200
3605,55,2861
204,3,7106
497,17,7404
3577,9,7417
3871,59,4625
2763,45,8955
3737,21,3935
687,28,6605
3245,61,2461
2934,7,1382
2323,37,1373
1331,28,5934
1767,54,5722
2834,44,6909
956,6,4069
1670,54,8229
3415,1,6106
302,20,9468
424,51,2316
1447,59,3230
848,29,1507
1593,32,3961
1169,26,1987
977,22,9537
48,50,4271
296,49,6290
407,57,549
3461,53,4729
94,54,2107
348,45,7861
3490,23,9688
1671,30,2405
1543,42,7073
2093,60,9227
3892,11,1336
1369,39,6031
1758,9,1632
1552,53,9998
2535,27,3078
3709,14,4473
2501,14,2530
3477,34,5336
904,5,2981
432,42,8708
242,3,8147
985,11,8567
1046,47,758
1260,41,7479
2078,53,1823
2141,10,4082
2294,1,3916
2668,30,6836
450,3,9913
3512,31,8081
890,35,7271
1044,13,3809
2122,17,9372
821,47,5916
2949,42,2952
908,21,9183
3887,51,2605
891,42,6594
1255,50,3809
2290,6,7857
75,38,5950
1994,19,3780
284,51,2060
677,16,2666
2522,26,6694
1075,24,7595
1947,1,3207
204,6,9625
109,22,9252
2575,9,5923
2659,1,7139
67,49,1478
3132,24,4101
1602,3,3836
2564,21,2733
3280,38,6272
653,35,5313
874,5,2628
727,56,1498
1290,23,3086
905,25,1206
2124,18,5357
3750,49,9928
2881,44,1144
2178,48,665
3638,20,4876
2055,61,3429
535,15,9754
2056,40,3987
2522,16,659
2557,60,1970
540,46,4621
1584,35,5971
1819,50,3616
3010,43,3054
3209,24,8185
2155,52,7446
3203,7,1353
1276,25,8202
175,27,1120
707,49,4075
2731,13,9515
2185,2,4119
3588,50,6225
1879,30,2463
2023,51,8506
2330,5,5062
1803,11,8991
6,44,6184
2719,10,4488
2060,36,6415
2178,55,7439
1186,51,5264
3856,4,8022
3303,53,1713
3626,10,2050
328,22,7014
698,61,2709
3009,26,4057
2924,44,8645
3786,7,2411
941,36,9031
1237,19,9792
3908,41,3442
932,53,5400
2156,20,6232
797,61,6736
1160,15,7241
2800,11,5613
2400,24,5561
62,45,816
1327,53,4304
2573,55,1161
2814,43,3992
635,13,7235
331,18,4748
1078,34,6588
2473,58,7920
2120,18,5732
469,19,4607
2641,9,6633
2381,60,824
2981,46,5496
3548,12,7715
3486,43,6671
2428,41,3061
821,17,7758
1283,18,2589
403,39,7935
153,46,8687
624,34,7063
455,35,3577
980,55,8793
3240,40,8380
1836,37,1208
2302,19,3685
3435,52,3457
1810,3,5773
481,34,6514
3405,4,6069
240,46,8409
2427,30,2096
483,44,1555
2201,39,4565
2235,57,5803
255,5,6694
875,47,1137
2301,6,8154
2782,3,2474
2326,19,1485
2451,55,5852
3127,9,3735
1108,52,9057
2837,26,5212
1819,28,1974
1265,54,8568
3527,1,9306
2925,51,7825
1830,38,1078
722,57,6736
2791,28,9071
3362,61,1679
215,36,8397
3376,27,5393
684,18,7182
1031,13,8199
3483,45,7182
2748,37,9276
1219,54,1817
2544,3,4257
511,14,9075
1788,45,2894
2721,7,7639
834,34,4713
2373,29,8717
3610,18,9663
3911,7,8997
1788,59,4488
256,50,5755
3658,52,606
3481,11,6506
935,12,7637
2283,9,7086
2714,14,4841
3348,61,3893
2371,46,8292
1945,10,8363
2665,22,5197
2236,8,3328
870,27,5256
3148,1,2829
2547,58,6617
1598,26,9498
1435,35,1284
121,45,7136
3696,41,7228
853,50,5449
2139,61,4413
3065,6,3123
1300,44,8416
640,43,2235
3099,6,4480
3721,10,5215
3504,57,7449
1259,19,8877
3701,51,898
3890,56,4347
3021,15,9034
3280,25,5297
1376,4,6114
1417,35,1048
1666,59,6826
596,27,8445
3132,32,2142
1784,20,9769
2550,18,1728
3317,42,4471
1803,9,7017
1793,55,4927
2827,26,4723
1233,32,1138
69,24,2128
1490,27,844
3386,17,1776
2899,47,5030
807,3,3911
1360,44,982
2714,40,3261
2227,33,5134
340,57,524
1913,50,9969
545,7,4491
3427,28,5689
1550,1,9047
91,16,3304
82,4,6894
1560,47,2008
2819,60,1993
3431,35,5396
1700,19,8394
3271,31,8376
9,35,6629
3645,61,4572
1687,50,4065
2717,48,2474
1949,24,9394
1319,15,6632
1461,43,9478
3079,7,9300
1751,26,6623
737,6,6848
1702,14,8937
1476,30,8406
3987,33,2977
3636,59,5339
1509,31,3085
1573,51,8871
3091,16,3685
642,13,6036
3697,52,8920
2871,1,8302
300,52,3552
1309,26,1419
3725,44,6243
1140,21,5333
1964,25,2570
3495,59,7543
3982,30,1564
2493,45,574
2182,60,6058
1613,61,1855
3275,18,6308
163,31,674
2592,9,9725
1862,1,6047
1991,32,3315
3425,55,690
959,47,3495
2074,39,3669
2718,43,3287
1029,7,1205
1154,40,9464
659,48,758
3113,40,4286
2550,31,8889
206,51,1786
1116,24,3469
53,25,6038
93,55,4797
1615,9,6507
145,12,6896
2436,38,2118
3856,43,6018
1776,16,9162
300,60,735
3802,26,5551
1072,58,4182
1497,38,9966
3426,9,7392
3610,60,1438
1076,16,6224
2968,10,3949
3312,47,9270
2619,33,724
3098,21,5665
3569,35,728
3256,32,3059
3762,25,8558
3852,36,3221
1303,21,3190
3877,2,9138
1045,19,625
3566,18,9040
422,14,4603
934,27,9930
3236,57,2231
111,57,2558
3844,26,2463
2081,16,6588
1982,24,912
1694,6,8407
1765,5,7604
1082,41,6025
1573,15,6657
2762,58,5386
2068,23,3436
185,53,5332
1285,43,8540
2579,10,7178
3132,57,6781
942,49,8175
1049,21,7691
2730,51,9047
2392,36,9517
1009,59,1944
3639,50,1863
1194,58,601
1865,29,4567
2853,12,6869
3165,21,4625
1217,52,6254
288,29,8505
1366,46,2270
3633,44,6382
3682,17,3021
2383,56,7510
3719,48,7512
157,41,8128
429,4,3196
776,19,2851
3436,11,5371
2863,5,1659
62,19,9296
1925,51,6585
1119,18,6490
2329,25,6754
2270,36,3502
1459,7,5436
3531,49,6527
2197,28,1252
2242,38,2934
1324,6,590
2973,4,646
314,55,8489
2700,14,8734
2432,38,942
704,1,2144
2472,61,7828
2178,61,2128
3615,33,1732
3572,23,5463
619,22,9757
2038,43,5182
414,35,5502
1287,1,5540
1529,28,1919
815,38,4887
962,16,7636
2569,9,6466
3333,10,9834
2849,47,8457
1099,29,6780
1021,36,890
2277,55,4157
3146,40,9099
1727,10,777
2771,21,7151
3168,54,5682
2668,18,625
2687,37,720
1701,56,5715
3427,7,5169
2488,12,6868
1438,45,8910
1994,32,8585
3965,42,3690
114,13,8617
1459,25,903
3396,51,9584
3293,61,8921
3094,34,8962
576,28,3720
654,48,3384
3644,17,1910
3207,18,2266
1571,16,1877
1534,34,2608
981,54,8236
1790,41,7526
3330,45,7592
3525,59,2576
2520,40,5573
3218,32,4094
2268,48,5125
1801,53,5578
1397,48,6748
3464,17,7512
675,48,3276
325,10,2101
2812,60,5337
2910,24,5414
1154,50,3483
759,10,4521
1486,50,2011
1238,3,1989
3334,52,2847
1324,40,4638
1785,26,8647
2009,22,7810
90,57,3433
2634,17,4025
3412,11,9654
2735,55,969
3222,61,9023
1294,5,7969
1678,52,8429
2168,36,4543
2084,9,8978
3395,2,5592
585,31,625
3125,50,3585
1410,51,5391
2453,55,703
2802,24,2209
3347,52,4864
1614,40,9709
3262,25,7817
121,50,5105
571,61,8805
327,30,7447
2638,17,7193
1695,17,4949
1338,21,8554
183,24,1972
1201,13,6639
1074,31,4135
1078,32,4742
1643,11,7308
2473,26,690
1229,52,7919
2962,55,3349
379,19,2996
2693,37,8890
1185,52,1704
456,35,1034
1624,12,531
977,5,6822
3482,52,8057
2196,16,7201
556,8,5472
529,20,7037
2971,45,2813
2843,47,4417
146,60,3355
1406,50,4580
268,10,7711
1798,37,6413
2269,31,1494
2806,22,9464
3838,33,7754
149,59,7736
3100,11,4371
188,26,2010
2559,31,6135
1079,58,9285
3938,39,9789
1029,44,2247
1698,45,1136
871,38,5539
3312,47,4488
204,7,8596
1002,61,7760
2451,42,4776
3066,14,719
3343,11,8553
2700,39,7921
2377,25,4154
1417,22,8173
1123,29,9085
1413,16,2355
3167,39,2789
1608,22,5862
2930,38,6384
3149,48,9430
3017,10,7016
66,22,4302
2870,39,5985
3393,33,7671
2514,20,5678
1267,16,5386
3832,27,2922
3765,47,9095
2202,14,1250
2709,26,8074
2749,49,1961
2925,10,897
3454,13,1791
2081,10,1575
2531,29,2513
1351,34,3404
3018,21,7399
1237,14,9572
105,47,2081
3028,11,2030
3135,59,4846
1104,55,2976
3926,12,2605
3740,6,9550
145,29,9160
3904,37,8006
92,8,8146
1816,31,5102
3430,28,1100
3356,28,1288
1504,55,4637
809,11,5693
452,39,7758
2998,48,2061
422,57,4622
2979,30,2279
1102,60,4155
770,11,8165
607,8,9215
1937,49,2845
2998,38,8953
3050,13,7221
3796,45,3400
3119,53,9847
2152,4,1606
2325,4,3015
3254,22,5355
3607,28,8051
1961,17,7095
371,41,7623
58,5,3782
1706,28,4258
2504,26,5672
1257,55,7255
853,37,1403
610,5,1964
390,36,6662
914,24,7448
1408,52,4284
1952,16,9002
2377,50,9853
282,57,3593
1267,20,1166
2349,39,2596
511,41,8941
2004,21,5976
3807,41,5527
3157,17,5239
2541,16,9948
1634,50,7910
2915,39,5868
2131,46,5645
1410,31,6747
2399,27,2742
1792,14,2541
1378,32,4269
3334,36,2128
1848,21,3991
2404,17,5137
402,48,2760
2683,6,5503
2165,51,6603
846,33,8078
2671,18,6541
3519,26,5688
960,59,7859
272,46,9149
2766,56,9291
1946,18,7229
1195,11,6540
1345,40,2737
1694,48,1046
2283,16,7312
2279,53,8416
3649,16,9266
1,2,4014
225,16,5934
2568,21,1729
2168,52,5676
1804,1,3084
2994,44,6907
2598,26,2509
3495,51,1070
172,4,4455
1429,16,4064
2512,30,5541
3321,32,8724
2082,32,6037
945,7,2414
3971,8,7952
911,11,6830
3081,48,4247
2964,14,4270
1643,59,4991
3507,43,8353
1819,3,8215
2667,55,9732
2963,49,2235
903,53,1766
2675,15,8976
922,51,2829
3693,40,3346
1198,47,8536
3940,6,1813
203,12,9035
436,43,2406
379,60,2197
3689,47,3966
3155,15,3545
3212,61,8336
850,21,964
1620,29,3449
244,53,7973
2304,60,2254
3659,18,3831
1381,58,7096
194,42,3654
1262,22,8670
3546,47,2718
3611,42,9810
1177,56,8273
2698,41,2571
3049,23,5097
3651,38,5268
3729,39,3533
3493,10,1500
3276,50,1770
790,16,6044
3204,3,8719
3946,18,3068
828,27,748
3570,14,5076
2937,26,9409
530,56,563
1280,51,7058
1375,8,3132
327,32,9062
431,28,2992
1617,30,7374
782,55,8135
2203,26,2179
92,6,2145
1601,34,6235
1570,22,754
3017,22,4666
191,48,4011
334,18,7450
1109,40,8857
1378,10,5032
1815,30,9476
2481,41,7798
3367,11,7942
3238,58,6736
1377,13,5705
3588,24,6113
52,9,1348
195,19,6621
3888,45,9836
518,37,7735
693,37,2472
3750,4,4627
690,43,3992
2391,54,5700
2487,18,1121
1909,35,5342
1366,55,6576
491,31,8947
1366,40,2759
2609,2,1393
2408,53,2822
225,53,7825
1504,2,7921
1890,50,1305
3530,23,3061
833,15,7914
408,33,7255
2818,38,6130
1141,47,6558
121,8,7229
652,30,1497
3529,22,1941
3594,31,4499
2868,28,1867
1844,9,3838
1524,7,8496
2514,1,3320
135,60,8327
2493,30,2484
2334,7,7860
3278,3,6900
3648,46,2186
3468,13,5468
3411,9,9008
3512,20,3028
1942,6,6511
1823,55,6416
283,4,7768
1866,55,3658
1028,4,8315
246,23,3115
2819,35,6735
3813,41,5958
1968,28,8930
2688,60,6847
831,29,1630
2697,41,3623
1846,44,2675
1789,43,8462
3326,1,9615
147,12,8743
2304,43,2485
399,1,9105
3716,42,6812
871,31,9282
126,31,9256
2868,15,7713
3569,17,8305
2706,52,4950
3290,7,3125
1042,22,7540
3061,24,5516
1863,28,1812
3611,23,1893
2280,18,2717
2556,40,9518
3218,23,4741
1398,15,9199
277,37,5751
2022,23,8077
2633,28,6048
3409,29,8987
397,56,7213
1774,7,9463
2755,55,6489
110,38,4853
2633,29,5745
2175,9,2312
1496,43,3550
2532,61,2386
2563,47,7695
2507,16,4646
1468,59,8807
3743,1,6180
1956,17,9885
3194,50,6593
1374,12,5417
3455,47,5258
2502,36,5723
225,37,3048
1095,43,2571
1479,31,8645
2707,22,9830
3320,7,8362
3288,34,3915
2193,36,6047
156,20,4781
3481,36,3582
2325,31,5027
1407,22,1931
1862,2,8750
3764,27,7559
2613,3,724
1729,9,8189
392,40,1135
1620,38,864
3013,47,3194
3440,18,6392
1915,19,9780
1549,4,8769
1483,4,2154
586,23,4437
2480,58,9609
2071,26,2905
1794,43,895
2819,1,1033
2571,13,4752
1886,7,6282
75,44,1467
25,25,603
2135,16,6098
1013,13,3398
2563,19,6384
1924,19,1063
2232,25,6558
1522,16,1865
1617,43,4470
2185,8,3238
699,30,1801
3798,34,5521
307,38,1237
1516,19,2683
255,25,5351
1830,53,8283
2019,24,9123
1098,22,6852
1727,13,8441
1795,12,6778
2337,61,8035
234,24,3658
1413,56,3104
1401,17,7374
3170,20,4296
410,20,2285
1638,5,3520
2979,15,6080
3515,3,1749
1953,38,6567
2213,25,9836
1553,37,3083
1035,30,2506
1867,31,7738
2459,27,1772
3885,40,6967
2774,46,2059
267,5,8166
3856,21,3010
2353,53,1566
3781,19,9999
260,38,9913
2820,28,2426
1137,37,8232
653,38,1283
3270,57,8222
242,7,6601
671,6,4457
3378,41,6879
1042,60,1890
1536,36,1506
123,6,2793
3902,55,8032
3405,3,1974
772,2,4759
1009,16,2399
2218,61,9650
2454,14,2057
1845,35,777
1876,35,2810
3219,1,2930
1658,26,5181
421,57,1340
1406,46,945
711,8,8056
2903,18,4138
2632,51,8967
1401,17,4509
804,17,6753
198,4,2787
1910,39,5229
868,13,3912
101,29,8163
1078,17,4182
721,7,3988
2672,32,3634
1927,29,3015
3808,3,3847
3591,25,6488
14,49,1514
3676,23,5754
427,55,8310
1119,29,2947
2403,45,5253
902,29,3963
2858,43,1710
2679,57,8188
425,20,2725
2522,22,3258
3972,12,8009
2249,44,5749
2016,40,5792
209,17,4359
1406,38,5628
2328,61,6209
3279,3,3171
1180,46,8926
1817,58,2237
2577,25,9270
1099,26,9434
1605,9,4373
907,39,615
1700,37,4086
3889,7,5173
299,25,1315
2224,27,7333
1860,29,3892
1458,6,3315
3733,9,4874
3179,21,7218
2964,53,5548
1063,5,4129
1401,44,8997
3474,38,6634
508,52,8658
2831,55,6180
719,5,8654
1971,15,2488
373,53,9500
1735,1,2048
774,51,7130
3358,37,9131
847,18,8203
5,15,5635
909,23,9232
2094,1,8951
2681,17,9418
60,48,1017
379,33,4367
414,39,5821
646,8,6517
3612,58,7414
1106,52,1643
624,19,9313
3794,58,8716
3908,21,4444
626,18,4127
1519,4,8778
1748,45,5507
3302,7,3743
1014,29,5805
496,59,4000
1851,45,6005
2232,15,4196
1163,56,1860
3515,27,8699
363,50,4696
2659,19,9729
1693,44,5927
1395,4,6932
3548,20,2862
447,15,4870
3485,43,7047
3965,17,8170
3174,14,5038
1428,11,1937
2788,52,8723
2668,5,4821
2221,15,4435
3459,6,6780
1152,9,3846
30,24,3713
243,28,8456
1219,46,3622
1174,12,8584
1444,49,6863
2444,41,7400
2012,22,1336
3124,27,5586
121,58,3715
3051,30,6528
772,25,7266
1228,54,1162
1048,3,4666
1757,38,8800
1891,7,7657
351,23,5945
1993,42,3488
2147,20,8251
760,13,9584
3121,32,3731
3606,4,7489
2731,28,784
46,32,7853
3441,57,3217
1328,58,4491
1126,34,7144
2270,19,8905
196,45,976
375,34,2148
1763,10,2009
155,55,1199
905,32,9991
1890,30,683
673,26,2620
2687,51,7916
1686,7,5501
2167,19,3131
2807,18,9269
2591,39,7626
2354,21,1816
3566,10,6442
3582,30,8147
996,18,9791
627,21,5751
1567,37,4135
1674,12,2121
3031,23,4385
1195,33,6551
2578,55,5667
1065,60,1094
3485,21,9278
3475,19,5454
1405,26,9904
204,16,2084
517,5,4359
1174,58,6887
3658,59,7492
2160,52,4914
955,57,5773
2292,39,1513
1923,53,3975
2738,52,3595
2547,35,3154
3128,3,8200
2107,28,7503
3663,38,6984
3684,56,4890
3257,39,1415
2754,37,9998
990,10,7062
1501,48,1208
1703,9,9314
227,47,3211
671,55,7695
1182,47,6398
3643,51,7511
3612,23,2415
466,6,8313
2958,14,8830
356,14,3991
3372,22,1920
3655,37,4053
3940,23,7626
1401,26,7110
585,14,5713
2628,22,6358
3108,46,2048
3936,25,6531
155,11,9965
3592,52,2912
2941,21,6100
2393,55,6616
3517,18,9432
3641,44,9110
474,46,1628
2667,56,9939
1406,36,9412
3323,48,9442
2224,44,6832
2586,12,9422
1648,38,2023
834,50,1942
1061,3,9844
1356,26,3484
1443,40,3781
3636,45,952
1410,2,3213
3008,48,8189
683,45,6980
2428,56,1903
3771,58,5095
3357,19,4030
243,56,6742
